n time1 time2
480002 0.005663 0.011105
490002 0.005596 0.011503
500002 0.005814 0.012469
510002 0.005973 0.011860
520002 0.005972 0.012351
530002 0.006247 0.012250
540002 0.006215 0.012719
550002 0.006496 0.013083
560002 0.006576 0.013168
570002 0.006682 0.014204
580002 0.006462 0.014485
590002 0.008112 0.015504
600002 0.007521 0.014558
610002 0.007938 0.016389
620002 0.007378 0.014976
630002 0.007292 0.014674
640002 0.007439 0.015706
650002 0.007570 0.017098
660002 0.007552 0.015359
670002 0.007712 0.015659
680002 0.008309 0.016813
690002 0.008093 0.017979
700002 0.009052 0.017573
710002 0.008519 0.018768
720002 0.008329 0.016819
730002 0.008395 0.020767
740002 0.008556 0.017404
750002 0.008700 0.020919
760002 0.010128 0.021495
770002 0.010030 0.020935
780002 0.009957 0.018361
790002 0.009421 0.019939
800002 0.009229 0.018844
810002 0.009347 0.018922
820002 0.009465 0.022388
830002 0.010544 0.020949
840002 0.009798 0.020138
850002 0.009866 0.020464
860002 0.009976 0.020448
870002 0.010074 0.020728
880002 0.010538 0.021638
890002 0.011275 0.022118
900002 0.010470 0.021324
910002 0.010742 0.021333
920002 0.010722 0.021598
930002 0.011699 0.022649
940002 0.011160 0.022834
950002 0.011153 0.025061
960002 0.011411 0.022941
970002 0.012292 0.026968
980002 0.011465 0.022961
990002 0.011440 0.023329
1000002 0.012757 0.025455
1100002 0.013714 0.026966
1200002 0.017425 0.028719
1300002 0.015355 0.032659
1400002 0.016359 0.034896
1500002 0.020328 0.039171
1600002 0.020705 0.041223
1700002 0.020421 0.048131
1800002 0.023377 0.049752
1900002 0.021802 0.045646
2000002 0.024851 0.055136
2100002 0.025686 0.055785
2200002 0.027626 0.060668
2300002 0.028204 0.065881
2400002 0.029557 0.067811
2500002 0.030730 0.069809
2600002 0.033322 0.079516
2700002 0.035272 0.077404
2800002 0.036335 0.081823
2900002 0.037598 0.084479
3000002 0.038428 0.087331
3100002 0.039704 0.090264
3200002 0.043451 0.096741
3300002 0.043613 0.099590
3400002 0.056597 0.105485
3500002 0.044769 0.108503
3600002 0.048396 0.108734
3700002 0.053495 0.113344
3800002 0.050417 0.116235
3900002 0.054894 0.121334
4000002 0.058335 0.123466
4100002 0.056203 0.129635
4200002 0.057697 0.131950
4300002 0.058970 0.138419
4400002 0.059989 0.140643
4500002 0.061967 0.144880
4600002 0.063072 0.149717
4700002 0.066430 0.155366
4800002 0.066882 0.155705
4900002 0.070601 0.158014
5000002 0.070906 0.167728
5100002 0.069343 0.165550
5200002 0.075050 0.170955
5300002 0.075620 0.177571
5400002 0.079690 0.182934
5500002 0.077292 0.180416
5600002 0.080286 0.188922
5700002 0.079915 0.193302
5800002 0.084101 0.194175
5900002 0.081672 0.197302
6000002 0.090251 0.202871
6100002 0.094202 0.208536
6200002 0.088450 0.211241
6300002 0.092246 0.215786
6400002 0.094732 0.217263
6500002 0.093530 0.222022
6600002 0.098502 0.227185
6700002 0.098226 0.225489
6800002 0.105139 0.235991
6900002 0.102067 0.239154
7000002 0.104519 0.241169
7100002 0.105926 0.247917
7200002 0.106795 0.247002
7300002 0.112477 0.257399
7400002 0.112734 0.259661
7500002 0.112698 0.263371
7600002 0.116679 0.264365
7700002 0.115748 0.272022
7800002 0.117058 0.278540
7900002 0.122845 0.277327
8000002 0.124175 0.281620
8100002 0.128727 0.287542
8200002 0.128202 0.290674
8300002 0.128140 0.291866
8400002 0.130154 0.300506
8500002 0.131745 0.297043
8600002 0.133153 0.309366
8700002 0.135719 0.311776
8800002 0.137377 0.314508
8900002 0.139826 0.317568
9000002 0.141079 0.323507
9100002 0.143299 0.326442
9200002 0.144263 0.329774
9300002 0.145937 0.332681
9400002 0.147594 0.338179
9500002 0.150480 0.341882
9600002 0.154116 0.349695
9700002 0.153550 0.350035
9800002 0.156220 0.349431
9900002 0.154375 0.350438
10000002 0.159381 0.363445
11000002 0.181266 0.399917
12000002 0.204370 0.445656
13000002 0.222898 0.481408
14000002 0.241256 0.519641
15000002 0.257203 0.561526
16000002 0.278813 0.611132
17000002 0.297302 0.641873
18000002 0.320151 0.687066
19000002 0.339837 0.726420
20000002 0.356546 0.757953
21000002 0.376912 0.798598
22000002 0.396359 0.840711
23000002 0.416044 0.890534
24000002 0.437504 0.937115
25000002 0.462856 0.976526
26000002 0.479953 1.022369
27000002 0.501123 1.059841
28000002 0.519880 1.102506
29000002 0.541363 1.147382
30000002 0.558036 1.189899
31000002 0.585674 1.220647
32000002 0.593455 1.279653
33000002 0.623046 1.319155
34000002 0.640108 1.352664
35000002 0.664038 1.408133
36000002 0.678472 1.439776
37000002 0.703034 1.490992
38000002 0.723323 1.514762
39000002 0.745093 1.556281
40000002 0.771450 1.618468
41000002 0.789300 1.643368
42000002 0.806038 1.720696
43000002 0.824317 1.735850
44000002 0.851544 1.778172
45000002 0.871728 1.821790
46000002 0.891654 1.872347
47000002 0.900637 1.899129
48000002 0.932616 1.945590
49000002 0.960138 1.996567
50000002 0.973663 2.033550
51000002 0.996961 2.067485
52000002 1.014112 2.121021
53000002 1.033741 2.167274
54000002 1.066280 2.233541
55000002 1.083993 2.251975
56000002 1.112256 2.291773
57000002 1.129878 2.335976
58000002 1.146621 2.413043
59000002 1.167096 2.416484
60000002 1.189017 2.460503
61000002 1.211753 2.508569
62000002 1.234463 2.549795
63000002 1.249544 2.595777
64000002 1.265453 2.657704
65000002 1.300578 2.698322
66000002 1.314843 2.706389
67000002 1.346872 2.773658
68000002 1.357409 2.804958
69000002 1.387763 2.850775
70000002 1.406960 2.896671
71000002 1.420926 2.938114
72000002 1.455005 2.979747
73000002 1.470607 3.034408
74000002 1.493268 3.052440
75000002 1.509985 3.097042
76000002 1.527263 3.149337
77000002 1.541478 3.187158
78000002 1.560391 3.228075
79000002 1.599819 3.273153
80000002 1.609305 3.328829
81000002 1.646476 3.362226
82000002 1.672587 3.406507
83000002 1.699508 3.437990
84000002 1.701953 3.567862
85000002 1.724841 3.575220
86000002 1.735534 3.584508
87000002 1.751964 3.629087
88000002 1.784788 3.661471
89000002 1.859378 3.718815
90000002 1.814737 3.783319
91000002 1.852529 3.800942
92000002 1.862758 3.841087
93000002 1.895826 3.883439
94000002 1.916240 3.962725
95000002 1.940446 3.982575
96000002 1.962925 4.019388
97000002 1.981381 4.065392
98000002 1.998147 4.083893
99000002 2.009781 4.141909
100000002 2.047353 4.177993
